source_file,program,institution,city,degree,inst_type,track,language,tuition,scholarship,url
master-all.json,Berklee Valencia Diversity Scholarship,,,Funding scheme,Not stated,Other / adjacent,Not stated,Not published,Berklee Valencia Diversity Scholarship,https://valencia.berklee.edu/scholarships-financial-aid/scholarships-for-graduate-programs
master-all.json,Berklee Global Partners Scholarship,,,Funding scheme,Not stated,Other / adjacent,Not stated,Not published,Berklee Global Partners Scholarship,https://valencia.berklee.edu/scholarships-financial-aid/scholarships-for-graduate-programs
master-all.json,Berklee Alumni Scholarship,,,Funding scheme,Not stated,Other / adjacent,Not stated,Not published,Berklee Alumni Scholarship,https://valencia.berklee.edu/scholarships-financial-aid/scholarships-for-graduate-programs
master-all.json,Berklee Groove Scholarship / Outstanding Women Scholarships / CACSA-Palau de les Arts,,,Funding scheme,Not stated,Other / adjacent,Not stated,Not published,Berklee Groove Scholarship / Outstanding Women Scholarships / CACSA-Palau de les Arts,https://valencia.berklee.edu/scholarships-financial-aid/scholarships-for-graduate-programs
master-all.json,Becas MAEC-AECID — Africa/Middle East ('Africa-Med') Master scholarships,,,Funding scheme,Not stated,Other / adjacent,Not stated,Not published,Becas MAEC-AECID — Africa/Middle East ('Africa-Med') Master scholarships,https://www.aecid.es/becas-para-ciudadanos-de-paises-de-america-latina-africa-y-asia
master-all.json,Máster en Enseñanzas Artísticas en Sonología Aplicada y Creación Sonora (SACS),"Conservatori Superior de Música ""Joaquín Rodrigo"" de València (CSMV)",Valencia,Master's degree,"State conservatoire attached to ISEACV (Institut Superior d'Ensenyances Artístiques de la Comunitat Valenciana), a public autonomous body of the Generalitat Valenciana",Sound design / production,"Spanish (Castilian), CONFIRMED. Some administration appears in Valencian/Catalan. No English-taught route is advertised.",Not published,Becas del Ministerio de Educación (MECD); Generalitat Valenciana becas,https://www.sonologiacsmv.com/master.html
master-all.json,Máster en Diseño de Sonido Cinematográfico (film and audiovisual sound design),ECIB — Escuela de Cine de Barcelona,Barcelona,Not a degree,Private film school,Sound design / production,Spanish (castellano). Taught entirely in person in Barcelona.,Not published,Not stated,https://ecib.es/formacion-cine/master-en-diseno-de-sonido-cinematografico/
master-all.json,Máster en Música y Sonido para Experiencias del Entretenimiento,ENTI — Escola de Noves Tecnologies Interactives (centro adscrito a la Universitat de Barcelona),Barcelona,"Máster de formación permanente / título propio issued by Universitat de Barcelona, 60 ECTS",Private school operating as an attached centre (centro adscrito) of the Universitat de Barcelona,Music business,Spanish,Not published,None found,https://enti.cat/es/area-de-musica/master-en-musica/
master-all.json,"Máster de formación permanente en Producción de Música y Sonido para Experiencias del Entretenimiento (marketed as ""Máster en Música y Sonido para Experiencias del Entretenimiento"")","ENTI-UB — Escola de Noves Tecnologies Interactives, centre adscrit a la Universitat de Barcelona","Barcelona (Campus Diagonal, Calle de Baldiri Reixac 7, 08028 Barcelona)","Máster de formación permanente / máster propio (own title) issued by the Universitat de Barcelona, 60 ECTS. Verified wording: ""Al finalizar los estudios del Máster de Música se obtiene un título propio de máster expedido por la Universitat de Barcelona... En caso de no disponer de un título de grado oficial, al finalizar el máster se obtendrá un certificado."" NOTE: a título propio is NOT an official (oficial) Spanish master's and does not by itself give access to a Spanish doctorate.","Private university-affiliated school (centro adscrito) of the Universitat de Barcelona; legal entity U.COLLEGE OF NEW TECHNOLOGIES, S.L.",Music business,"Spanish (Castellano) only. Verified: ""Idioma de les clases: Castellano"". No English or Catalan track. This is a hard requirement he does not currently meet — Arabic/French/English are not enough.",Not published,"None found — and now confirmed as a negative, not a gap. The official ENTI Becas page opens: ""desde la ENTI-UB disponemos de un plan de becas para los GRADOS UNIVERSITARIOS (videojuegos, producción musical y ciberseguridad)"". All four named awards (ENTI Excelencia EUR 2,500; ENTI Solidario EUR 2,250; ENTI Comunidad EUR 2,000; ENTI Movilidad EUR 450) are restricted to undergraduate degrees. No master-level scholarship exists, and nothing on the page is directed at non-EU or Tunisian applicants.",https://enti.cat/es/area-de-musica/master-en-musica/
master-all.json,NO RELEVANT PROGRAMME — searched and confirmed absent (verified independently),ESIC Business & Marketing School / ESIC University; Universitat Internacional de Catalunya (UIC Barcelona); Universidad Villanueva,Madrid / Barcelona,Aggregate entry,"Private business school (ESIC) and two private universities (UIC Barcelona, Universidad Villanueva).",Other / adjacent,Spanish / English (institution-wide; irrelevant here),Not published,Not stated,https://www.esic.edu/madrid/master-y-postgrado/master
master-all.json,Máster en Producción Musical,Escuela Universitaria de Artes TAI,Madrid,Not a degree,"Private university-level art school (Escuela Universitaria de Artes), attached to Universidad Rey Juan Carlos (a public university) which validates its official degrees. Its own masters are TAI títulos propios.",Music business,Spanish — CONFIRMED. No English track.,Not published,Partial,https://taiarts.com/estudios/master-produccion-musical/
master-all.json,Master en Industria Musical 360 (UDIMA-accredited),SAE Institute Spain (Madrid & Barcelona),,Master's degree,Private,Music-Business,"Spanish AND English (page requires advanced proficiency in BOTH - note candidate has no IELTS/TOEFL yet, though SAE tests via interview rather than standardized tests)",Not published,None,https://www.sae.edu/esp/courses/master-en-industria-musical/
master-all.json,Máster en Producción de Audio (accredited by UDIMA),SAE Institute Spain (SAE Creative Media Education) with Universidad a Distancia de Madrid (UDIMA),Madrid or Barcelona (choose campus),"Máster de Formación Permanente (60 ECTS) from UDIMA if you hold a university degree, or Máster Profesional from UDIMA on 2+ years' professional experience; plus SAE Creative Media Education's Professional Diploma in both cases","Private specialist creative-media academy, accredited through a private distance university",Music business,"Spanish. VERIFIED international-applicant wording: ""Para estudiar en SAE, requerimos evidenciar su capacidad para hablar, escuchar, leer y escribir en castellano."" No CEFR level or named certificate is specified.",Not published,"None found. SAE Spain's scholarships page is scoped to Grado admissions, not masters.",https://www.sae.edu/esp/courses/produccion-de-audio/
master-all.json,Máster en Producción de Música Electrónica,SAE Institute Spain – Barcelona campus,Barcelona,Not a degree,International chain campus – specialist audio academy (SAE / Navitas),Music business,Spanish (Catalan environment in the city; instruction in Spanish). No English-taught option.,Not published,Full,https://www.sae.edu/esp/courses/produccion-musica-electronica/ ; campus: https://www.sae.edu/esp/campuses/sae-barcelona/ ; scholarships: https://www.sae.edu/esp/becas-y-ayudas/
master-all.json,Máster en Producción de Audio (2-year),SAE Institute Spain – Madrid and Barcelona campuses,Madrid / Barcelona,Not a degree,International chain campus – specialist audio academy (SAE / Navitas),Music business,"Spanish, and the page states Spanish proficiency across speaking, listening, reading and writing is required of international students. There is no English route. DECISIVE for this candidate — he has no stated Spanish.",Not published,Partial,https://www.sae.edu/esp/courses/produccion-de-audio/ ; visa: https://www.sae.edu/esp/admisiones/tu-visa-de-estudiante/ ; FAQ: https://www.sae.edu/esp/faqs/
master-all.json,Máster en Producción de Audio (also offered as Máster Profesional en Producción de Audio),"SAE Institute Spain, accredited by UDIMA (Universidad a Distancia de Madrid)",Madrid and Barcelona,Not a degree,"International chain specialist audio academy (SAE Creative Media Education, present in ~50 campuses worldwide) delivering a programme accredited by UDIMA, a private Spanish distance university.",Music business,"Spanish. SAE explicitly requires demonstrated Spanish ability (speaking, listening, reading and writing) from international applicants.",Not published,Not stated,https://www.sae.edu/esp/courses/produccion-de-audio/
master-all.json,Máster en Producción de Audio (published as 'Máster Profesional en Producción de Audio' and 'Máster de Formación Permanente en Producción de Audio'),"SAE Institute Spain, accredited by UDIMA (Universidad a Distancia de Madrid)",Madrid and Barcelona,Not a degree,"International chain specialist audio academy (SAE Creative Media Education, approx. 50 campuses worldwide) delivering a programme accredited by UDIMA, a ministry-recognised private Spanish university.",Music business,"Spanish — CONFIRMED. SAE requires demonstrated Spanish ability from international applicants (speaking, listening, reading, writing). No English-taught route on the Spanish campuses.",Not published,Not stated,https://www.sae.edu/esp/courses/produccion-de-audio/
master-all.json,"NEGATIVE FINDING — no official master in electronic music, sound art, music technology or music production found at these institutions","Spanish public Conservatorios Superiores de Música other than RCSMM Madrid, CSM Valencia and CSM Castellón",Various (Musikene San Sebastián; CSMA Zaragoza; CSM Málaga / Sevilla / Córdoba / Vigo / Canarias),Master's degree,Public,Sound design / production,N/A,Not published,Not stated,https://www.infoartisticas.gob.es/ensenanzas/musica/superiores-musica/superiores-master-musica.html
master-all.json,Máster en Producción Musical,"TAI Escuela Universitaria de Artes (private arts university school, Madrid; official degrees awarded via Universidad Rey Juan Carlos)",Madrid (Calle Recoletos 22),Not a degree,Private art/film/music school with an official-degree partnership with a public university (URJC),Music business,"Spanish — VERIFIED. In-person delivery at Calle Recoletos 22, Madrid. No English track. He does not speak Spanish; this is the binding barrier.",Not published,Partial,https://taiarts.com/estudios/master-produccion-musical/
master-all.json,Máster en Producción Musical,TAI — Escuela Universitaria de Artes (Escuela TAI),Madrid,Not a degree,"Private art school with university-school status (adscrita), Madrid",Sound design / production,Spanish,Not published,Not stated,https://taiarts.com/estudios/master-produccion-musical/
master-all.json,Music Producer Diploma / Sound and Music Composition Diploma,"United POP Madrid (international brand of Akademie Deutsche POP, music support group GmbH)",Madrid,Not a degree,"International chain campus – German private academy chain (Deutsche POP) trading internationally as United POP; campuses have included Amsterdam, Madrid, Vienna, Melbourne, Jakarta, Beijing, Zagreb, Split, Rijeka and Ljubljana",Sound design / production,Spanish (Madrid campus). UNVERIFIED whether any English-taught route exists.,Not published,Not stated,https://united-pop.online/e/about-us (HTTP 503 — site not responding) ; stale course listing: https://www.educaweb.com/curso/diploma-productor-musical-madrid-379367/ ; insolvency and cessation of operations: https://de.wikipedia.org/wiki/Akademie_Deutsche_POP ; https://www.gearnews.de/akademie-deutsche-pop-insolvent-wo-stehen-studierende-und-dozenten/
master-all.json,Máster Universitario en Investigación Musical — COULD NOT BE CONFIRMED TO EXIST; also confirms the Máster en Producción Creativa de la Música is defunct,Universidad Europea de Madrid,Madrid (online),Master's degree,"Private university group (Universidad Europea, campuses in Madrid, Valencia and the Canaries; its creative portfolio now trades as 'Creative Campus').",Sound design / production,Spanish.,Not published,Not stated,https://universidadeuropea.com/noticias/nace-el-master-en-produccion-creativa-de-la-musica/
master-all.json,Master Universitario en Ingenieria Acustica,Universidad Politecnica de Madrid (ETSIST),,Master's degree,Public,Acoustics/Audio-Eng,"Spanish (not explicitly stated on page, but site and program materials are entirely in Spanish)",Not published,Not stated,https://blogs.upm.es/masteracustica/
master-all.json,"Máster Universitario en Creación, Interpretación e Investigación Musical",Universidad Rey Juan Carlos (URJC),Madrid (Móstoles/Fuenlabrada),Master's degree,Public,Music business,Spanish,Not published,Becas MECD; URJC becas propias,https://www.urjc.es/estudios/master/823-creacion-interpretacion-investigacion-musical
master-all.json,"Especialista Universitario en Música Electrónica, Electroacústica, Interactividad y Videocreación","Universitat Politècnica de València (UPV), Centro de Formación Permanente",Valencia,Not a degree,"Public university, non-official award",Acoustics / audio engineering,Spanish,Not published,Not stated,https://www.cfp.upv.es/formacion-permanente/curso/especialista-universitario-musica-electronica-electroacustica-interactividad-video-creacion_31701.html
master-all.json,Màster en Art Sonor (Master in Sound Art),Universitat de Barcelona — Facultat de Belles Arts,Barcelona,"Máster propio (UB own title), 70 ECTS, composed of two 30-ECTS postgraduate certificates plus a 10-ECTS final master's project",Public university — fine arts faculty,Acoustics / audio engineering,UNVERIFIED — Spanish/Catalan assumed for the in-person edition; an online edition sharing the same objectives and content is also offered.,Not published,None found,https://www.ub.edu/masterartsonor/
master-all.json,"NO RELEVANT PROGRAMME — searched and confirmed absent (no sound, audio or music qualification exists)","U-tad, Centro Universitario de Tecnología y Arte Digital","Las Rozas, Madrid",Aggregate entry,Private university centre for digital arts and technology; awards official degrees through university affiliation.,Sound design / production,Spanish — all five official masters are Spanish-taught.,Free,Not stated,https://u-tad.com/master-universitario/
master-all.json,Master de Formacion Permanente en Produccion Musical Sinfonica,Universidad de Sevilla,,Not a degree,"Public university, titulo propio (formacion permanente)",Sound-Design/Production,Spanish (site entirely in Spanish; not explicitly stated),Free,Not stated,https://master.us.es/producsinfonica/
master-all.json,Máster en Enseñanzas Artísticas de Composición Multimedia,"Conservatori Superior de Música ""Salvador Seguí"" de Castelló (CSMC)",Castellón de la Plana,Master's degree,"State conservatoire attached to ISEACV (Institut Superior d'Ensenyances Artístiques de la Comunitat Valenciana), Generalitat Valenciana",Acoustics / audio engineering,"Spanish, with Valencian in administration (the site publishes in both). CORRECTION TO THE PREVIOUS ENTRY'S FRAMING: the course page genuinely does not state a language of instruction, so this is an inference from the institution and the site languages, not a confirmed fact. No English-taught route exists.",Under EUR 1.5k/yr,Not stated,https://www.conservatorisuperiorcastello.com/es/master-en-ensenanzas-artisticas-de-composicion-multimedia/
master-all.json,Master's Degree in Music Management and Production (titulo propio),"ESMUC - Escola Superior de Musica de Catalunya, Barcelona",,Not a degree,Conservatory,Music-Business,Spanish (occasional English guest speakers),Under EUR 1.5k/yr,None,https://www.esmuc.cat/en/studies/masters-i-postgraus/master-propi-de-management-i-produccio-musical/
master-all.json,"COVERAGE CHECK — classical performance conservatory only. CONFIRMED: no production, sound engineering, electronic music or music technology programme exists.",Escuela Superior de Música Reina Sofía (Fundación Albéniz),Madrid,Master's degree,"Private foundation conservatory (Fundación Albéniz), operated as an elite classical performance academy. Not a university; sits in the Spanish 'enseñanzas artísticas superiores' track.",Sound design / production,"CORRECTED — the draft said 'Spanish/English'. The school's OFFICIAL LANGUAGE IS SPANISH. Non-Spanish speakers receive an intensive Spanish course in their first year, and for the official Grado and Máster students must have Spanish sufficient to follow the curriculum. English is not an alternative medium of instruction.",Under EUR 1.5k/yr,Partial,https://www.escuelasuperiordemusicareinasofia.es/estudiar-en-la-escuela/
master-all.json,Máster en Enseñanzas Artísticas en Nuevas Tecnologías de la Música Actual: Creación e Interpretación,Real Conservatorio Superior de Música de Madrid (RCSMM),Madrid,Master's degree,"State conservatoire (Conservatorio Superior de Música), Enseñanzas Artísticas Superiores sector — outside the university system but at the same MECES/EQF level",Music business,Spanish. CONFIRMED verbatim on the official page: 'Tanto el documento del TFM como la defensa oral son en idioma español.' No English track.,EUR 1.5k-5k/yr,Becas del Ministerio de Educación (MECD) general grant; Comunidad de Madrid bonificaciones,https://rcsmm.eu/masteres/master-nuevas-tecnologias-musica-actual-creacion-e-interpretacion
master-all.json,COVERAGE CHECK — 'Máster en Imagen y Sonido' NO LONGER EXISTS in the current catalogue; postproduction masters contain no audio,Trazos — Escuela Superior de Artes Digitales,Madrid,Not a degree,Private digital-arts school; Adobe Authorised Training Centre; also runs a university division offering British Pearson BTEC HND awards,Sound design / production,Spanish.,EUR 1.5k-5k/yr,Not stated,https://trazos.net/masters-profesionales/master-profesional-en-postproduccion/
master-all.json,"Máster Universitario en Interpretación e Investigación Musical (CORRECTED — the ""Máster Universitario en Composición Musical"" no longer exists)",VIU — Universidad Internacional de Valencia,Valencia (100% online),Master's degree,Private online university (Planeta Formación y Universidades group).,Sound design / production,Spanish. No English-taught route.,EUR 1.5k-5k/yr,Partial,https://www.universidadviu.com/es/master-online-musica
master-all.json,Master en Produccion Musical,"CEV Escuela Superior de Comunicacion, Imagen y Sonido (Madrid)",,Master's degree,Private (titulo propio / non-official title; official status not claimed on page),Sound-Design/Production,"Spanish (not explicitly stated on page, but all content and delivery are in Spanish; presencial Madrid)",EUR 5k-15k/yr,CEV academic merit and progression scholarships; Spanish Ministry of Education / Comunidad de Madrid aid (latter typica…,https://www.cev.com/master-en-produccion-musical/
master-all.json,Máster en Producción Musical,"CEV — Escuela Superior de Comunicación, Imagen y Sonido (AD Education Group)",Madrid,Not a degree,"Private audiovisual and sound school, part of the pan-European AD Education group; also delivers officially regulated Grado Medio and Grado Superior vocational qualifications",Music business,Spanish,EUR 5k-15k/yr,Not stated,https://www.educaweb.com/curso/master-produccion-musical-370246/
master-all.json,"COVERAGE CHECK — Máster Superior de Especialidad: Sonido (existence indicated, details unpublished)","ESCAC — Escola Superior de Cinema i Audiovisuals de Catalunya (Fundació Privada ESCAC), attached to Universitat de Barcelona",Terrassa (Barcelona metropolitan area),Master's degree,Private foundation film school (Fundació Privada ESCAC) operating as a centre attached to the Universitat de Barcelona,Sound design / production,"Spanish (some ESCAC masters are taught in English, but not evidently this one).",EUR 5k-15k/yr,Not stated,https://escac.com/formacion/masters/master-superior-de-especialidad/sonido/
master-all.json,"Diploma de Producción Musical (2-year) — NOT A MASTER, NOT A DEGREE","Escuela microFusa, Barcelona (private specialist audio/DJ school)",Barcelona,Not a degree,"Specialist audio academy (private, independent)",Sound design / production,Spanish,EUR 5k-15k/yr,Partial,https://escuela.microfusa.com/barcelona-diploma-produccion-musical.html
master-all.json,Máster en Producción de Música Electrónica,SAE Institute Spain (SAE Creative Media Education),Madrid and Barcelona,Not a degree,"Specialist audio academy — international chain (SAE Institute global network). SAE Barcelona additionally holds status as an authorised private higher artistic-education centre in music (Generalitat de Catalunya / AQU) — but that status attaches to its undergraduate degree, not to this master.",Music business,"SPANISH. Instruction is in Spanish and the course page states Spanish-language proficiency is required. There is no English-taught route. This is a hard blocker for a Tunisian applicant with no Spanish — he would need roughly B1–B2 before an October 2027 start, i.e. about a year of dedicated language work starting now. (His French would help the learning curve considerably, but it does not substitute.)",EUR 5k-15k/yr,Partial,https://www.sae.edu/esp/courses/produccion-musica-electronica/
master-all.json,Máster en Producción de Audio,SAE Institute Spain (SAE Creative Media Education),Madrid and Barcelona,Not a degree,Specialist audio academy — international chain (SAE Institute global network),Music business,"SPANISH. Instruction is in Spanish, and the page specifically requires international students to demonstrate Spanish proficiency across speaking, listening, reading and writing. No English-taught route.",EUR 5k-15k/yr,Partial,https://www.sae.edu/esp/courses/produccion-de-audio/
master-all.json,"Máster en Producción de Audio (also Máster en Producción de Música Electrónica, Máster en Producción de Música Urbana, Máster en Industria Musical)","SAE Institute Spain — Madrid and Barcelona campuses (SAE / Navitas international chain), master title issued by UDIMA (Universidad a Distancia de Madrid, private)",Madrid and Barcelona,Not a degree,Specialist audio academy (international chain) partnered with a private distance university for the title,Music business,"Spanish — the published international-student requirement is to demonstrate Spanish ability in speaking, listening, reading and writing",EUR 5k-15k/yr,Partial,https://www.sae.edu/esp/becas-y-ayudas/
master-all.json,"Máster en Imagen y Sonido / Máster en Postproducción — coverage check, weak audio content",Trazos,Madrid,Not a degree,Private digital-arts and design school; Adobe Authorised Training Centre,Music business,Spanish,EUR 5k-15k/yr,Not stated,https://www.lectiva.com/master-de-imagen-sonido-707461.htm
master-all.json,Master de Formacion Permanente en Industria Musical (with Music Business Academy & Pitch Music Marketing),Universidad Autonoma de Madrid (UAM),,Not a degree,Public (titulo propio),Music-Business,Spanish,EUR 5k-15k/yr,UAM program scholarships (becas for 10% of enrolled students),https://www.uam.es/CentroFormacionContinua/nuevo-MFP_industria_musical/1446835293258.htm
master-all.json,Master de Formacion Permanente en Industria Musical (with MB Academy),"Universidad Autonoma de Madrid (UAM), Campus Cantoblanco",,Not a degree,Public (titulo propio),Music-Business,Spanish,EUR 5k-15k/yr,"Internal program scholarships for 10% of enrolled students (criteria confirmed: unemployment status 35%, academic recor…",https://www.uam.es/CentroFormacionContinua/nuevo-MFP_industria_musical/1446835293258.htm
master-all.json,Master de Formacion Permanente en Industria Musical y Estudios Sonoros (MiMeS),Universidad Carlos III de Madrid,,Not a degree,"Public university, titulo propio (formacion permanente)",Music-Business,Spanish (confirmed; optional English B1/B2 certificate may be submitted),EUR 5k-15k/yr,None,https://www.uc3m.es/formacion-permanente/industria-musical-estudios-sonoros
master-all.json,Master de Formacion Permanente en Tecnologias en la Composicion de Bandas Sonoras y Musica para Videojuegos (MBSO),Universidad Complutense de Madrid (Facultad de Informatica),,Not a degree,"Public (titulo propio / Master de Formacion Permanente, so full fee applies; UCM official study catalog lists it for 2026/27, online format)",Sound/Music-Tech,Spanish,EUR 5k-15k/yr,None,https://www.ucm-musica-audiovisual.com/
master-all.json,Becas para la ampliacion de estudios internacionales,,,Funding scheme,Not stated,Other / adjacent,Not stated,Not published,Becas para la ampliacion de estudios internacionales,https://www.becas.com/fundacion-sgae/becas-ampliacion-estudios-internacionales-sgae
master-all.json,"MAEC-AECID Programa Africa-Med Master scholarship (applies to any official in-person master in Spain, max 60 ECTS)",AECID - Spanish Agency for International Development Cooperation (Ministry of Foreign Affairs),,Master's degree,Public,General-Business/MBA,"Spanish (must certify Spanish, or the master's teaching language if different)",Not published,"Becas MAEC-AECID Africa-Med Master 2026-2027 (up to 30 scholarships; BOE-B-2026-22411, Resolucion 29 Jun 2026)",https://www.aecid.es/becas-para-ciudadanos-de-paises-de-america-latina-africa-y-asia
master-all.json,"COVERAGE CHECK — no music production, sound design or audio provision of any kind",Aula Creactiva,Madrid (and Barcelona),Not a degree,"Private design school issuing its own certificates, founded 2002",Music business,Spanish.,Not published,Not stated,https://www.aulacreactiva.com/master/
master-all.json,Máster en Enseñanzas Artísticas de Composición para Medios Audiovisuales,Centro Superior de Enseñanza Musical Katarina Gurska (CSKG),Madrid,Master's degree,Private (centro autorizado),Other / adjacent,Spanish,Not published,Not stated,https://katarinagurska.com/en/academic-programs/master-and-postgraduate/
master-all.json,Màster de Composició amb Tecnologies / Máster en Composición Musical con Tecnologías,Escola Superior de Música de Catalunya (ESMUC),Barcelona,Not a degree,"Public (ESMUC is public, but this specific award is not official)",Other / adjacent,Catalan/Spanish (UNVERIFIED),Not published,Not stated,https://www.esmuc.cat/en/master-propi-de-composicio-amb-tecnologies/
master-all.json,Màster de Management i Producció Musical / Management and Music Production,Escola Superior de Música de Catalunya (ESMUC),Barcelona,Not a degree,"Public institution, non-official award",Music business,Catalan/Spanish (UNVERIFIED),Not published,Not stated,https://www.esmuc.cat/en/studies/masters-i-postgraus/master-propi-de-management-i-produccio-musical/
master-all.json,Màster Universitari de Música com a Art Interdisciplinari (Music as an Interdisciplinary Art),Escola Superior de Música de Catalunya (ESMUC),Barcelona,Master's degree,Public,Sound design / production,Catalan/Spanish (UNVERIFIED — English content availability UNVERIFIED),Not published,Not stated,https://www.esmuc.cat/en/master-universitari-de-musica-com-a-art-interdisciplinari/
master-all.json,Máster en Producción Musical (Máster propio),"Escuela Universitaria de Artes TAI (private arts university school, Madrid; official degrees awarded via Universidad Rey Juan Carlos)",Madrid,Not a degree,Private art/film/music school with official-degree partnership with a public university,Sound design / production,Spanish (UNVERIFIED whether English delivery exists),Not published,Partial,https://taiarts.com/becas-ayudas-y-financiacion/
master-all.json,"Master en Produccion Musical (titulo propio, 60 ECTS)","Escuela Universitaria de Artes TAI, Madrid",,Not a degree,"Private (titulo propio, not official university degree - confirmed on page)",Sound-Design/Production,Spanish (confirmed on page),Not published,TAI internal scholarships and study aids (terms undisclosed - Check),https://taiarts.com/estudios/master-produccion-musical/
master-all.json,Phonos artistic residencies (incl. ESPORA programme) and studio access,"Fundació Phonos (inside UPF Poblenou campus, allied to the Music Technology Group)",Barcelona,Not a degree,Private foundation hosted on a public university campus,Other / adjacent,Catalan/Spanish/English,Not published,ESPORA residency programme (European artist-researchers),https://www.upf.edu/en/web/phonos/presentacio/fundacio ; https://www.upf.edu/en/web/phonos/presentacio/espais
master-all.json,LEM — Encontre Internacional de Músiques Experimentals de Gràcia-Barcelona,Gràcia Territori Sonor / LEM Festival,Barcelona,Not a degree,Non-profit cultural association (founded 1996),Other / adjacent,Catalan/Spanish,Not published,Not stated,https://www.gracia-territori.com/ ; https://lemfestival.wordpress.com/
master-all.json,"Diploma en Produccion Musical (2-year, pathway to UK BA(Hons) top-up year)","Microfusa - Escuela de Tecnologia Musical, Sonido y DJ (Barcelona, Madrid, online)",,Bachelor / first cycle,Private,Sound-Design/Production,Spanish (separate English-language school exists at school.microfusa.com),Not published,None,https://escuela.microfusa.com/cursos-de-produccion-musical
master-all.json,"FUNDING-SCHEME FINDING — Spanish state and regional student aid, and why it is closed to a Tunisian studying a título propio at a private institution (NOT A PROGRAMME)","Ministerio de Educación, Formación Profesional y Deportes (Becas MEC / becas generales) and Comunidad de Madrid",Madrid (national scheme),Funding scheme,National and autonomous-community public funding bodies,Funding scheme,Spanish,Not published,Partial,https://www.becaseducacion.gob.es/becas-y-ayudas/universidad-grado-master/que-necesitas.html
master-all.json,"FUNDING-SCHEME FINDING — Spanish state (Becas MEC) and regional (Comunidad de Madrid) student aid: closed to a Tunisian on a study visa, and closed again to any título propio (NOT A PROGRAMME)","Ministerio de Educación, Formación Profesional y Deportes (Becas de carácter general / Becas MEC); Comunidad de Madrid (Becas de Excelencia Académica)",Madrid (national scheme); Comunidad de Madrid (regional scheme),Funding scheme,National ministry and autonomous-community public funding bodies (not an education provider),Other / adjacent,Spanish (application portal and documentation are Spanish-only),Not published,Partial,https://www.becaseducacion.gob.es/becas-y-ayudas/universidad-grado-master/que-necesitas.html
master-all.json,"Master en Produccion de Audio (24 months, UDIMA-accredited)",SAE Institute Spain (Madrid & Barcelona campuses),,Master's degree,Private,Sound-Design/Production,"Spanish (proficiency in speaking, listening, reading, writing must be demonstrated at admission)",Not published,None,https://www.sae.edu/esp/courses/produccion-de-audio/
master-all.json,"Master en Produccion de Audio (UDIMA-validated, 60 ECTS)",SAE Institute Spain (Madrid & Barcelona campuses) / UDIMA,,Master's degree,Private,Sound-Design/Production,Spanish,Not published,Not stated,https://www.sae.edu/esp/courses/produccion-de-audio/
master-all.json,"Master en Produccion de Musica Electronica (8 months, UDIMA-accredited)",SAE Institute Spain (Madrid & Barcelona),,Master's degree,Private,Sound-Design/Production,Spanish,Not published,None,https://www.sae.edu/esp/courses/produccion-musica-electronica/
master-all.json,Máster en Producción de Música Electrónica (accredited by UDIMA),SAE Institute Spain (SAE Creative Media Education) with Universidad a Distancia de Madrid (UDIMA),Madrid or Barcelona (choose campus),"Two optional routes, both via UDIMA: Máster de Formación Permanente in Electronic Music Production (25 ECTS) if you hold a university degree, or Máster Profesional if you do not but have 2+ years' professional experience. Either way you also receive SAE Creative Media Education's Professional Diploma.","Private specialist creative-media academy, accredited through a private distance university",Music business,"Spanish. VERIFIED international-applicant wording: ""IDIOMA: Español — Para estudiar en SAE, requerimos evidenciar su capacidad para hablar, escuchar, leer y escribir en castellano."" (You must evidence your ability to speak, listen, read and write in Spanish.) No specific certificate or CEFR level is named — the evidencing method is at SAE's discretion, so ask what they accept.",Not published,"None found. SAE Spain's ""Becas y Ayudas"" page sits under the Grado (bachelor) admissions menu, not the masters menu, and no master's-level aid for international students was found.",https://www.sae.edu/esp/courses/produccion-musica-electronica/
master-all.json,Máster en Producción de Música Electrónica,"SAE Institute Spain – Barcelona campus (SAE Creative Media Institute, Navitas group)",Barcelona,Not a degree,International chain campus – specialist audio academy (SAE / Navitas),Music business,"SPANISH ONLY. Verified requirement to demonstrate ability to 'hablar, escuchar, leer y escribir en castellano'. Instruction is in Spanish; Catalan is the co-official language of the city environment. No English-taught option exists.",Not published,Partial,https://www.sae.edu/esp/courses/produccion-musica-electronica/ ; campus: https://www.sae.edu/esp/campuses/sae-barcelona/ ; scholarships: https://www.sae.edu/esp/becas-y-ayudas/ ; visa: https://www.sae.edu/esp/admisiones/tu-visa-de-estudiante/ ; FAQ: https://www.sae.edu/esp/faqs/
master-all.json,Máster en Producción de Música Electrónica,"SAE Institute Spain – Madrid campus (SAE Creative Media Institute, Navitas group)",Madrid,Not a degree,"International chain campus – specialist audio academy (SAE, global chain owned by Navitas)",Music business,"SPANISH ONLY. Verified requirement: applicants must demonstrate the ability to 'hablar, escuchar, leer y escribir en castellano' (speak, listen, read and write in Castilian Spanish). There is no English-taught version. This is a hard barrier for this candidate.",Not published,Partial,https://www.sae.edu/esp/courses/produccion-musica-electronica/ ; visa: https://www.sae.edu/esp/admisiones/tu-visa-de-estudiante/ ; scholarships: https://www.sae.edu/esp/becas-y-ayudas/ ; FAQ: https://www.sae.edu/esp/faqs/ ; SAE-UDIMA agreement: https://www.sae.edu/esp/insights/firma-acuerdo-sae-udima-masters-especializados/
