scholarship_id,region,scholarship_name,scholarship_name_original,provider,provider_type,applies_to_institution,applies_to_city,applies_to_programs,degree_level_covered,coverage_level,amount_eur_per_year,amount_notes,duration_covered,number_of_awards,nationality_restrictions,tunisia_eligible,tunisia_eligible_evidence,other_eligibility,requires_admission_first,application_window,deadline,deadline_source_cycle,apply_via,funding_url,source_urls,verification_status,verifier_agent,verified_date,red_flags,notes
FNL-022,netherlands,TU/e Scholarship for Excellence: Shaping the Future of Microchip Innovation,TU/e Scholarship for Excellence: Shaping the Future of Microchip Innovation,Eindhoven University of Technology (funded by the national Beethoven Program),university,Eindhoven University of Technology (TU/e),Eindhoven,MSc Applied Physics|MSc Artificial Intelligence and Engineering Systems|MSc Automotive Technology|MSc Computer Science & Engineering|MSc Data Science & Artificial Intelligence|MSc Electrical Engineering|MSc Embedded Systems|MSc Industrial and Applied Mathematics|MSc Mechanical Engineering|MSc Science and Technology of Nuclear Fusion|MSc Sustainable Energy Technology|MSc Systems and Control,master,partial,7500,"EUR 7500 per academic year for two years, paid in monthly instalments to a Dutch/SEPA account. ""The scholarships are not full scholarships and do not cover the total cost of your studies."" Against a TU/e institutional master's fee of EUR 21700-22400 this leaves a gap of roughly EUR 14000-15000 per year.",2 years (second year conditional on at least 45 ECTS in year one),"approximately 35 total: 20 for EEA students, 15 for non-EEA",No nationality list; open to international students who are not eligible for Dutch study finance,yes,"Eligibility requires only that you ""Completed a non-Dutch high school diploma or university bachelor's degree"", ""Are not eligible for support under the Dutch study grant and loan system"" and ""Meet all requirements for obtaining a Dutch entry visa and residence permit"" - no nationality exclusion",GPA 7.5/10 or higher; no prior Dutch higher education; must not hold another scholarship; JADS joint master's with Tilburg and European Double Degree programmes excluded,"no - ""You are automatically considered for the Scholarship for Excellence"" when you apply for an eligible master's",autumn to 1 February,"1 February 2026, 23:59 CET","2026 cycle - 2027 TBC (page states ""applies to applications ... for the academic year 2026-2027. Conditions and deadlines may differ in future academic years."")",automatic with the TU/e master's application - no separate scholarship form,https://www.tue.nl/en/education/become-a-tue-student/scholarships-and-grants/tue-scholarship-for-excellence-shaping-the-future-of-microchip-innovation,https://www.tue.nl/en/education/become-a-tue-student/scholarships-and-grants/tue-scholarship-for-excellence-shaping-the-future-of-microchip-innovation|https://www.tue.nl/en/education/become-a-tue-student/scholarships-and-grants,VERIFIED,F-NL,2026-08-22,EUR 7500/yr against EUR 22400 tuition is a ~65% shortfall - on its own it does NOT make TU/e affordable. Only about 2% of applicants receive it. TU/e also demands an UPFRONT guarantee deposit of the full tuition plus EUR 13600 proof of financial means before enrolment.,"Programme fit is excellent (Computer Science & Engineering, Data Science & AI, Embedded Systems, AI and Engineering Systems). Application is automatic, so there is zero cost to trying. The Amandus H. Lundqvist Scholarship Program appears to have been replaced by this scheme."
FNL-023,netherlands,TU/e Amandus H. Lundqvist Scholarship Program (ALSP),Amandus H. Lundqvist Scholarship Program (ALSP),Eindhoven University of Technology,university,Eindhoven University of Technology (TU/e),Eindhoven,all_masters (historic),master,none_found,0,No longer offered,n/a,0,n/a,no,"The ALSP does not appear anywhere on TU/e's current scholarships page, which lists only the TU/e Scholarship for Excellence plus external partner schemes (ASML, CONACYT, COLFUTURO, IAEA, EIT InnoEnergy); dedicated ALSP URLs return HTTP 404",n/a,n/a,closed,n/a,no current cycle found,n/a,https://www.tue.nl/en/education/become-a-tue-student/scholarships-and-grants,https://www.tue.nl/en/education/become-a-tue-student/scholarships-and-grants,DEAD_LINK,F-NL,2026-08-22,"Still listed as live on aggregator sites. It is not. TU/e's own page also states plainly: ""TU/e does not offer scholarships for bachelor's students.""",Superseded by FNL-022.
FNL-024,netherlands,Wageningen University Excellence Scholarship,WU Excellence Scholarship,Wageningen University & Research,university,Wageningen University & Research,Wageningen,all_masters (September start only),master,full_tuition,TBC,"Tuition fee waiver for the full 24-month programme. WUR states the remaining first-year invoice (living allowance, insurance, residence permit) will be approximately EUR 16500 and must be paid before 1 July 2027 - so the student still needs about EUR 16500 in cash.",24 months,TBC (final stage decided by LOTTERY),Citizen of a country outside the EU and outside EFTA,yes,"""You are a citizen of a country outside the EU and outsite EFTA."" [sic - WUR's own text]",Complete MSc application before 1 December 2026; unconditional admission; GPA 80% or higher / First Class honours; English test results available before 1 December 2026; bachelor's completed and diploma uploaded before 1 December 2026,yes - unconditional admission required,no separate application; assessed from the MSc application,1 December 2026 (MSc application); offers made 7 April 2027,2027 cycle CONFIRMED (academic year 2027-2028),the WUR MSc application - selection is by invitation,https://www.wur.nl/en/education/master/study-expenses-masters/scholarships,https://www.wur.nl/en/education/master/study-expenses-masters/scholarships,VERIFIED,F-NL,2026-08-22,"Final selection is by LOTTERY among shortlisted candidates - merit gets you into the draw, not to the award. Diploma AND English test must both be done by 1 December 2026, which is aggressive for someone graduating in 2027. Still requires roughly EUR 16500 cash for year one.",Wageningen's programme portfolio is life sciences and environment; the closest fits to a software engineer are MSc Geo-Information Science and MSc Biosystems Engineering. Weak thematic fit for this client.
FNL-025,netherlands,Wageningen Africa Scholarship Programme (ASP),Africa Scholarship Programme (ASP),Wageningen University & Research,university,Wageningen University & Research,Wageningen,all_masters (September start only),master,full+stipend,TBC,Travel to and from the Netherlands + living allowance for 24 months + tuition fee coverage for 24 months + visa costs and health insurance. Euro amounts not published.,24 months,TBC (final stage decided by LOTTERY),Citizens of African countries,yes,"""You are a citizen of an African country."" - Tunisia is an African country; no sub-Saharan or DAC-list narrowing is stated on the page",Complete MSc application before 1 December 2026; unconditional admission; First Class honours degree with GPA 80% or higher; English test and bachelor diploma both in hand before 1 December 2026; preference for candidates without a prior master's,yes - unconditional admission required,no separate application; invitation-based from the MSc application,1 December 2026 (MSc application); offers made 7 April 2027,2027 cycle CONFIRMED (academic year 2027-2028),the WUR MSc application - selection is by invitation,https://www.wur.nl/en/education/master/study-expenses-masters/scholarships,https://www.wur.nl/en/education/master/study-expenses-masters/scholarships,VERIFIED,F-NL,2026-08-22,"North African eligibility is inferred from the plain words ""an African country"" with no exclusion list published - CONFIRM WITH WUR IN WRITING before building a plan on it, since most Dutch 'Africa' schemes in practice target sub-Saharan DAC countries. Final selection by lottery.","On the published wording this is the most generous scheme in the file for which Tunisia is named by region: full tuition + living + travel + visa + insurance for 24 months. Blocked only by weak programme fit (agri-food, environment, geo-information)."
FNL-026,netherlands,Anne van den Ban Fund (ABF),Anne van den Ban Fonds,Anne van den Ban Fund with Wageningen University & Research,foundation,Wageningen University & Research,Wageningen,all_masters (September start only),master,full+stipend,TBC,Travel to and from the Netherlands + living allowance for 24 months + tuition fee coverage for 24 months + visa costs and health insurance,24 months,TBC,"""students from developing countries"" - no explicit list published on the WUR page",unclear,"""The Anne van den Ban Fund allows talented students from developing countries to study at Wageningen University."" and ""International students from developing countries starting an MSc programme in September 2027"" - no country list is published, so Tunisia's status cannot be confirmed",Complete MSc application before 1 December 2026 with English test and bachelor diploma; unconditional admission,yes,no direct application - invitation only,1 December 2026 (MSc application); results communicated during May 2027,2027 cycle CONFIRMED,"cannot apply directly - ""This scholarship is based on invitation. It's not possible to apply directly.""",https://www.wur.nl/en/education/master/study-expenses-masters/scholarships,https://www.wur.nl/en/education/master/study-expenses-masters/scholarships,PARTIALLY_VERIFIED,F-NL,2026-08-22,"""Developing countries"" is undefined on the page. Tunisia is an upper/lower-middle-income country, so it may or may not qualify. No direct application possible.",Combined with the WU Fellowship Programme. Verify the country definition with the fund directly if Wageningen ever becomes a serious target.
FNL-027,netherlands,Tilburg University scholarships (Tilburg Science Scholarship / Anton Philips Fund / Tilburg University Scholarship),Tilburg University Scholarships,Tilburg University,university,Tilburg University,Tilburg,TBC,master,TBC,TBC,Not verified - see red flags,TBC,TBC,TBC,unclear,"TBC - tilburguniversity.edu returned HTTP 403 to every request this session, so no eligibility text could be read from the provider's own domain",TBC,unclear,TBC,TBC,not verified,Tilburg University admissions,https://www.tilburguniversity.edu/education/masters-programmes/scholarships,https://www.tilburguniversity.edu/education/masters-programmes/scholarships,DEAD_LINK,F-NL,2026-08-22,GAP IN COVERAGE. Tilburg's site blocks automated access (HTTP 403). Nothing about Tilburg funding in this file is verified. Must be checked manually.,"One corroborating fact from TU/e's own page: the JADS joint master with Tilburg is explicitly EXCLUDED from the TU/e Scholarship for Excellence, and TU/e charges JADS non-EU students EUR 23900. Re-verify Tilburg by hand."
FNL-028,netherlands,NL Scholarship at HKU (Utrecht School of the Arts),NL Scholarship,HKU University of the Arts Utrecht / Dutch Ministry of Education,university,HKU University of the Arts Utrecht,Utrecht,"Master of Music, Performance|Master of Music, Music Design|MA Fine Art|MA Scenography",master (and bachelor),partial,5000,"EUR 5000 in the first year of studies; ""potentially combined with the HKU Talent Grant""",first year,TBC,non-EEA nationality; Switzerland and Suriname excluded; must be liable for the institutional tuition fee,yes,"Applicants must not hold ""European Economic Area (EEA) nationality (EEA = EU + Iceland, Liechtenstein, Norway)""; Switzerland and Suriname are excluded",Must be in or starting the HKU admission procedure for one of the four listed master's programmes,"no - but must be ""in or starting the admission procedure""",applications open mid-November 2025; deadline 1 May 2026; notification mid-June,1 May 2026,2026 cycle - 2027 TBC,HKU application portal,https://www.hku.nl/en/study-at-hku/explore-and-apply/nl-scholarship,https://www.hku.nl/en/study-at-hku/explore-and-apply/nl-scholarship,VERIFIED,F-NL,2026-08-22,"HKU's page itself warns the NL Scholarship ""does not cover total study costs"" and that applicants must still demonstrate sufficient funds for the visa/residence permit. Only four master's programmes are eligible - HKU's Music Design master is the relevant one for an electronic-music track.",Best documented art-school funding route found in the Netherlands. Deadline 1 May is far friendlier than the research universities' December/February dates.
FNL-029,netherlands,HKU Talent Grant,HKU Talent Grant,HKU University of the Arts Utrecht,university,HKU University of the Arts Utrecht,Utrecht,TBC,TBC,partial,TBC,"Referenced by HKU as combinable with the NL Scholarship; no amount published on the NL Scholarship page. For comparison, the equivalent AHK Talent Grant is EUR 3846 for 2026.",TBC,TBC,TBC,unclear,"TBC - only mentioned in passing on the HKU NL Scholarship page: the NL Scholarship is ""potentially combined with the HKU Talent Grant""; no dedicated eligibility text found",TBC,unclear,TBC,TBC,not verified,HKU,https://www.hku.nl/en/study-at-hku/explore-and-apply/nl-scholarship,https://www.hku.nl/en/study-at-hku/explore-and-apply/nl-scholarship,PARTIALLY_VERIFIED,F-NL,2026-08-22,Named but not documented. Ask HKU directly.,Potential stack on FNL-028.
FNL-030,netherlands,NL-Scholarship at AHK (Amsterdam University of the Arts),NL-Scholarship,Amsterdam University of the Arts (AHK) / Dutch Ministry of Education,university,Amsterdam University of the Arts (AHK),Amsterdam,all English-taught Bachelor's and Master's programmes at AHK (includes Conservatorium van Amsterdam and the Netherlands Film Academy),bachelor and master,partial,5000,EUR 5000. Against AHK's institutional master's fee of EUR 8250-10162 for 2026/2027 this covers roughly half to two-thirds of tuition - proportionally far more useful than at a research university.,first year,TBC (selection by ranking; academies pre-select on talent),non-EEA nationality; Switzerland and Suriname excluded,yes,"""have a non-EEA nationality""; ""not be eligible for other reasons to pay the statutory tuition fee ... and thus be required to pay the institutional tuition fee""; ""Nationals of Switzerland and Suriname are also excluded""",Applying for an English-taught bachelor's or master's at AHK and meeting that programme's admission requirements; only the most talented applicants are invited by the admission committee to apply,"yes in practice - ""the AHK academies will only invite those applicants to apply the NL-Scholarship who have successfully been admitted to the study programme""",1 February 2026 to 30 April 2026,30 April 2026,2026 cycle - 2027 TBC,"invitation by the academy's admission committee, then the AHK form",https://www.ahk.nl/en/nl-scholarship/,https://www.ahk.nl/en/nl-scholarship/|https://www.ahk.nl/en/study/during-your-study-programme/student-affairs/financial-matters/tuition-fees/,VERIFIED,F-NL,2026-08-22,You cannot self-nominate: the academy invites you. Combined with an audition/portfolio gate this is a two-stage filter.,"Highly relevant to the music track - the Conservatorium van Amsterdam (Immersive Audio, Live Electronics focus masters) sits under AHK. AHK institutional master's fee is only EUR 10162, so EUR 5000 genuinely moves the needle."
FNL-031,netherlands,AHK Changemaker Scholarship (with TSH Talent Foundation),Changemaker Scholarship,Amsterdam University of the Arts (AHK) in partnership with the TSH Talent Foundation,foundation,Amsterdam University of the Arts (AHK),Amsterdam,AHK master's programmes (some academies add requirements),master,partial,3846,"EUR 3846 for students with a non-EEA nationality (equal to AHK's Talent Grant 2026); EUR 2946 for all nationalities (equal to the statutory tuition fee 2026). Adds housing, wellbeing, community, mentoring and peer learning support.",one year,TBC,"The EUR 3846 tier is ""only applicable to students with a non-EER nationality (except for Switzerland and Suriname)""; the EUR 2946 tier is open to all nationalities",yes,"""only applicable to students with a non-EER nationality (except for Switzerland and Suriname)""","Must be ""Unconditionally admitted to the master at the start of the program""; aimed at ""talented students from under-represented communities""",yes - unconditional admission at programme start,to 1 May,1 May 2026,2026 cycle - 2027 TBC,AHK - the academy contact person informs eligible candidates,https://www.ahk.nl/en/study/during-your-study-programme/student-affairs/financial-matters/changemaker-scholarship/,https://www.ahk.nl/en/study/during-your-study-programme/student-affairs/financial-matters/changemaker-scholarship/,VERIFIED,F-NL,2026-08-22,Small cash value. The holistic support model (housing in particular) is arguably worth more than the cash in Amsterdam.,Stackable in principle with the AHK NL-Scholarship (FNL-030) - confirm with AHK whether both can be held together.
FNL-032,netherlands,Royal Conservatoire The Hague Excellence Scholarships,Excellence Scholarships,Koninklijk Conservatorium Den Haag (Royal Conservatoire The Hague),university,Royal Conservatoire The Hague,The Hague,Master's programmes (includes the Institute of Sonology master),master,partial,TBC,Amount not published on the English scholarships page,TBC,TBC,Open to both EEA and non-EEA students,yes,"""The Royal Conservatoire awards Excellence Scholarships to Master's candidates who perform best in the entrance exams""; the page states both EEA and non-EEA students are eligible",Awarded on entrance-exam performance - i.e. the audition IS the selection,yes - the entrance exam is the mechanism,with the audition cycle,TBC,not published,the Royal Conservatoire entrance exam / audition,https://www.koncon.nl/en/application-process/tuitionfees/scholarships,https://www.koncon.nl/en/application-process/tuitionfees/scholarships,PARTIALLY_VERIFIED,F-NL,2026-08-22,"No amount, no number of awards, no deadline published in English. The Dutch-language scholarships page redirects and could not be opened this session.","Directly relevant to the client's electronic-music track: the Institute of Sonology master sits at the Royal Conservatoire. Portfolio/audition-gated, which the brief flags rather than excludes."
FNL-033,netherlands,NL Scholarship at Codarts Rotterdam,NL Scholarship - incoming,Codarts Rotterdam / Dutch Ministry of Education,university,Codarts Rotterdam,Rotterdam,TBC,TBC (bachelor and master expected),partial,5000,Standard NL Scholarship value of EUR 5000 assumed from the national scheme; Codarts' own figure could not be read,first year,TBC,non-EEA (national NL Scholarship rule),likely,"TBC - codarts.nl serves a bot-verification interstitial (""Checking your browser before accessing the website"") and no eligibility text could be read from the provider's own domain this session",TBC,unclear,TBC,TBC,not verified,Codarts,https://www.codarts.nl/en/practical-matters/practical/grants-and-loans/nl-scholarship-incoming,https://www.codarts.nl/en/practical-matters/practical/grants-and-loans/nl-scholarship-incoming,UNVERIFIED,F-NL,2026-08-22,GAP IN COVERAGE. Codarts blocks automated access. The page exists (HTTP 200 behind the challenge) but the content is unread. Check manually.,Codarts is an NL Scholarship participant - that much is established by the URL structure and the national scheme. Amount and deadline must be confirmed by hand.
FNL-034,netherlands,NL Scholarship at Amsterdam University of Applied Sciences (AUAS/HvA),NL Scholarship,Amsterdam University of Applied Sciences / Dutch Ministry of Education,university,Amsterdam University of Applied Sciences (AUAS),Amsterdam,all full-time English-taught Bachelor's and Master's programmes EXCEPT the Master Global Sustainable Business Management,bachelor and master,partial,5000,EUR 5000,first year,TBC,non-EEA nationality,yes,"""Your nationality is non-EEA""; ""You are applying for a programme in the Netherlands for the first time""; ""You have not received an NL Scholarship before""",Full-time English-taught programme at AUAS; requires an AUAS ID issued after applying via Studielink,no - but a Studielink programme application is required to obtain the AUAS ID,TBC for 2027,TBC,not published on the page,AUAS NL Scholarship application form (login with AUAS ID),https://www.amsterdamuas.com/study/international-admissions/financial-matters/scholarships,https://www.amsterdamuas.com/study/international-admissions/financial-matters/scholarships,VERIFIED,F-NL,2026-08-22,"THE ONLY scholarship AUAS offers international students. AUAS's own page states: ""The Amsterdam Talent Scholarship is no longer offered by the Amsterdam University of Applied Sciences."" HBO funding pools are genuinely this thin.",Evidence for the general finding that Dutch universities of applied sciences have essentially one scheme (the national NL Scholarship) and nothing institution-funded.
FNL-035,netherlands,NL Scholarship at Fontys University of Applied Sciences,NL Scholarship,Fontys University of Applied Sciences / Dutch Ministry of Education,university,Fontys University of Applied Sciences,Eindhoven / Tilburg / Venlo,all_masters and bachelors (selected non-EEA students),bachelor and master,partial,5000,"Standard NL Scholarship; Fontys describes it as ""a partial scholarship for the first year""",first year,TBC,non-EEA,yes,"""The NL scholarship provides selected non-EEA students a partial scholarship for the first year of their studies at Fontys.""",TBC,unclear,TBC,TBC,not published on the page,Fontys international office,https://www.fontys.edu/Study-at-Fontys/Practical-information/Scholarships.htm,https://www.fontys.edu/Study-at-Fontys/Practical-information/Scholarships.htm,VERIFIED,F-NL,2026-08-22,"Fontys' entire scholarship page lists exactly two items: Erasmus+ and the NL Scholarship, then points students at Grantfinder.nl. No institution-funded scheme exists.",Further evidence of the thin HBO funding landscape.
FNL-036,netherlands,VSBfonds Beurs,VSBfonds Beurs,VSBfonds,foundation,n/a - outbound scheme,n/a,study abroad by students of Dutch institutions,master (abroad),partial,7000-10000,"hbo/wo students: ""maximaal EUR 10.000 (alleen voor 2-jarige opleidingen) en maximaal EUR 7.000 (voor studieplannen korter dan 2 volle studiejaren)""; mbo students maximum EUR 4000",up to 2 years,TBC,Effectively restricted to students of Dutch mbo/hbo/wo institutions going abroad,no,"""De VSBfonds Beurs is voor mbo-, hbo- en wo-studenten die een droom hebben om naar het buitenland te gaan"" (for students at Dutch institutions who want to go ABROAD) - it funds outbound mobility from the Netherlands, not incoming study in the Netherlands",Must have completed at least a bachelor at a Dutch institution; socially engaged; one selection round per year,unclear,"opens each autumn; ""Aanvragen kan tot en met 1 maart""",1 March,"annual, rolling",VSBfonds,https://www.vsbfonds.nl/beurzen,https://www.vsbfonds.nl/beurzen,VERIFIED,F-NL,2026-08-22,WRONG DIRECTION. Funds Dutch-based students leaving the Netherlands. Useless for a Tunisian coming in.,Logged as a closed door with evidence.
FNL-037,netherlands,Cultuurfonds Internationale beurs (Prins Bernhard Cultuurfonds),Cultuurfondsbeurs - Internationale beurs,Prins Bernhard Cultuurfonds (het Cultuurfonds),foundation,n/a - outbound scheme,n/a,"study or research abroad, all disciplines including conservatoire master's and art academies",master and PhD (abroad),partial,25000,"""Je kunt maximaal 50% van je totale begroting bij ons aanvragen, met een maximum van EUR 25.000"" - up to 50% of the total budget, capped at EUR 25000",duration of the stay abroad,TBC,Effectively restricted to those finishing a Dutch hbo bachelor or wo master,no,"""Wil je na afronding van je hbo-bachelor of wo-master naar het buitenland voor studie of onderzoek?"" - the scheme funds graduates of Dutch higher education going abroad, not students coming to the Netherlands",Completing or recently completed a Dutch hbo/wo programme,unclear,1 February to 1 April (midnight),1 April,annual; 2027 mbo round dates already published (1 Feb - 15 Mar 2027),Cultuurfonds application portal,https://www.cultuurfonds.nl/beurzen-wo-hbo,https://www.cultuurfonds.nl/beurzen|https://www.cultuurfonds.nl/beurzen-wo-hbo,VERIFIED,F-NL,2026-08-22,WRONG DIRECTION. Outbound from the Netherlands only.,Would become relevant only if the client were already enrolled at a Dutch institution and wanted to move on abroad afterwards.
FNL-038,netherlands,Hendrik Muller Fonds,Dr. Hendrik Muller's Vaderlandsch Fonds,Dr. Hendrik Muller's Vaderlandsch Fonds,foundation,TBC,TBC,TBC,TBC,TBC,TBC,Not verified,TBC,TBC,TBC,unclear,TBC - hendrikmullersfonds.nl did not resolve this session (connection failure); no provider page could be opened,TBC,unclear,TBC,TBC,not verified,TBC,TBC,TBC,DEAD_LINK,F-NL,2026-08-22,"GAP IN COVERAGE. Domain unreachable. Historically this fund supports Dutch academics and social-science research rather than incoming non-EU master's students, but that is NOT verified here.",Check manually.
FNL-039,netherlands,IND financial means requirement for a study residence permit (NOT funding - hard cost gate),Bewijs van voldoende middelen van bestaan - verblijfsvergunning studie,"Immigratie- en Naturalisatiedienst (IND), Netherlands",government_national,any,all,all,all,none_found,13569,"EUR 1,130.77 PER MONTH for hbo or university study, valid 1 January 2026 up to and including 31 December 2026 = EUR 13,569.24 per year. This is money the student must SHOW, on top of tuition. TU/e independently states the 2026 IND figure as ""EUR 13,600 per year, excluding tuition fees and visa application costs"" and requires it to be transferred to the university as a guarantee before enrolment.",per year of study,n/a,Applies to all non-EU/EEA students including Tunisians (MVV + residence permit required),no,"Not a scholarship - this is a COST. Recorded here because it is the hard gate that sinks otherwise-viable plans: ""EUR 1,130.77"" per month for ""Higher professional education (hbo) or university"", valid ""1 January 2026 up to and including 31 December 2026""","Must be demonstrated to the IND, normally by transferring the amount to the Dutch institution which acts as sponsor",yes - the institution applies for the MVV/residence permit as recognised sponsor,"before enrolment, typically spring/summer before the September start",institution-set (TU/e demands the transfer before enrolment; Wageningen invoices about EUR 16500 before 1 July 2027),2026 amounts published - 2027 amounts are indexed twice a year and are TBC,via the Dutch institution as recognised sponsor,https://ind.nl/en/required-amounts-income-requirements,https://ind.nl/en/required-amounts-income-requirements|https://www.tue.nl/en/education/become-a-tue-student/tuition-fees-and-other-study-costs/proof-of-financial-means,VERIFIED,F-NL,2026-08-22,"THE DECISIVE GATE. A tuition-waiver-only scholarship (Radboud, VU Fellowship, Wageningen Excellence, Leiden LExS) does NOT satisfy this - the client would still need roughly EUR 13600 in liquid funds, typically transferred to the university months before arrival. Only scholarships that include a living stipend (Maastricht NL-HPS, Groningen Eric Bleumink, Wageningen ASP, TU Delft van Effen, Erasmus Trustfonds) clear it outright.",Amounts are re-indexed on 1 January and 1 July; re-check the IND page in early 2027 for the figure that will apply to a September 2027 start.
