scholarship_id,region,scholarship_name,scholarship_name_original,provider,provider_type,applies_to_institution,applies_to_city,applies_to_programs,degree_level_covered,coverage_level,amount_eur_per_year,amount_notes,duration_covered,number_of_awards,nationality_restrictions,tunisia_eligible,tunisia_eligible_evidence,other_eligibility,requires_admission_first,application_window,deadline,deadline_source_cycle,apply_via,funding_url,source_urls,verification_status,verifier_agent,verified_date,red_flags,notes
FES-021,spain,INECO - UPC scholarships for students at risk of social exclusion,Beques INECO - UPC,INECO with Universitat Politecnica de Catalunya,private_company,Universitat Politecnica de Catalunya,Barcelona,"all_masters and grado in the knowledge branches listed in the call, at the listed UPC centres",bachelor|master,partial,TBC,Economic aid not covered by any other body; amount inside the convocatoria.,one academic year,2,"NONE STATED in the general requirements - unusually, this call lists no nationality or residence clause",unclear,"The 'Requisits generals' list contains no nationality or residence condition - only enrolment, GPA >= 6, and non-receipt of Ministry/UPC grants",Enrolled as a regular student; for new-entry master students the access-degree GPA counts and must be >= 6/10; documented risk of social exclusion or vulnerability; INCOMPATIBLE with the Ministry beca and with any other UPC-managed grant; incoming mobility students excluded,yes,28 July 2025 to 30 September 2025 for course 2025/2026,30 September 2025,2025/2026 cycle - 2026/27 call also announced on the UPC index; 2027 TBC,https://seuelectronica.upc.edu/ca/Tramits/Beques_INECO_UPC,https://www.upc.edu/sga/ca/Beques/beques-per-a-estudis/beques-fundacions-i-empreses/bequesineco,https://www.upc.edu/sga/ca/Beques/beques-per-a-estudis/beques-fundacions-i-empreses/bequesineco|https://www.upc.edu/sga/ca/noticies/beques-ineco-upc-curs-2025-26,PARTIALLY_VERIFIED,F-ES,2026-08-22,Only 2 awards. The page I read is the 2025/26 call; the 2026/27 call exists on the UPC index but I did not open its text. Absence of a nationality clause is not the same as explicit inclusion.,ONE OF THE FEW UPC calls with no visible nationality bar - worth a direct query to UPC SGA. Note the client's 300-ECTS engineering diploma easily clears the GPA-6 access requirement.
FES-022,spain,Berklee General Scholarship (graduate),Berklee General Scholarship,Berklee College of Music - Valencia campus,university,"Berklee College of Music, Valencia campus",Valencia,all_masters (MA Global Entertainment and Music Business|MM Music Production Technology and Innovation|MM Scoring for Film TV and Video Games|MM Contemporary Performance),master,partial,TBC,Awarded in USD; amount varies by candidate. Berklee states it awards 1.5 million USD in merit- and need-based scholarships to prospective graduate students at the Valencia campus.,one-year master,multiple,None stated - open to all master's degree applicants,likely,"Eligibility is stated as ""All master's degree applicants""; no nationality restriction appears on the graduate scholarships page","Merit-based, assessed with the audition/interview; requires a separate Graduate Scholarship Application in the applicant portal",no (submitted alongside the admission application),Early action and regular action rounds,15 November (early action) / 1 February (regular action),"Cycle year not stated on the page; for a September 2027 entry the equivalent dates should be 15 Nov 2026 (early action) and 1 Feb 2027 (regular action) - TBC, confirm with Berklee before relying on it",Berklee applicant portal - Graduate Scholarship Application,https://valencia.berklee.edu/scholarships-financial-aid/scholarships-for-graduate-programs,https://valencia.berklee.edu/scholarships-financial-aid/scholarships-for-graduate-programs|https://valencia.berklee.edu/scholarships-financial-aid,VERIFIED,F-ES,2026-08-22,Portfolio/audition gated - the client's music portfolio is still in progress. Amounts in USD and unpublished.,MOST IMPORTANT single institution for this client's dual software/music career. Berklee Valencia awards stack up to a 90 percent tuition cap.
FES-023,spain,Berklee Groove Scholarship,Berklee Groove Scholarship,Berklee College of Music - Valencia campus,university,"Berklee College of Music, Valencia campus",Valencia,MM in Contemporary Performance (Production Concentration),master,partial,TBC,Up to 90 percent of tuition. Highest-value award in the Valencia graduate pool.,one-year master,TBC,None stated,likely,"Eligibility is defined by principal instrument, not nationality: ""applicants whose principal instruments are drums, bass, general rhythm section, traditional/folk/non-traditional""","Merit/musical talent; principal instrument must be drums, bass, general rhythm section, or traditional/folk/non-traditional",no,Early action and regular action rounds,15 November (early action) / 1 February (regular action),"Cycle year not stated on the page; for a September 2027 entry the equivalent dates should be 15 Nov 2026 (early action) and 1 Feb 2027 (regular action) - TBC, confirm with Berklee before relying on it",Berklee applicant portal - Graduate Scholarship Application,https://valencia.berklee.edu/scholarships-financial-aid/scholarships-for-graduate-programs,https://valencia.berklee.edu/scholarships-financial-aid/scholarships-for-graduate-programs|https://valencia.berklee.edu/scholarships-financial-aid,VERIFIED,F-ES,2026-08-22,Instrument-gated and programme-gated. An electronic music producer/DJ would need to make the case under 'general rhythm section' or 'non-traditional'.,Up to 90 percent of tuition is the biggest single lever available to this client at any Spanish institution outside AECID.
FES-024,spain,Berklee Valencia Diversity Scholarship,Berklee Valencia Diversity Scholarship,Berklee College of Music - Valencia campus,university,"Berklee College of Music, Valencia campus",Valencia,all_masters,master,partial,TBC,Up to 50 percent of tuition; combined awards capped at 90 percent of tuition.,one-year master,TBC,None stated,likely,"""Demonstrated leadership or support for historically underrepresented or culturally diverse communities, including first-generation college students"" plus ""Acceptance to one of the graduate programs""",Merit and financial need; requires a video (up to 3 minutes) or written statement (up to 500 words),yes (acceptance to a graduate programme is a stated condition),regular action round,1 February,"Cycle year not stated on the page; for a September 2027 entry the equivalent dates should be 15 Nov 2026 (early action) and 1 Feb 2027 (regular action) - TBC, confirm with Berklee before relying on it",Berklee applicant portal - Graduate Scholarship Application,https://valencia.berklee.edu/scholarships-financial-aid/scholarships-for-graduate-programs,https://valencia.berklee.edu/scholarships-financial-aid/scholarships-for-graduate-programs|https://valencia.berklee.edu/scholarships-financial-aid,VERIFIED,F-ES,2026-08-22,"Requires acceptance first, so it sits after the admission decision in the timeline.",A North African first-generation applicant is a natural fit for the stated criteria. Stackable with the General Scholarship up to the 90 percent cap.
FES-025,spain,Berklee Global Partners Scholarship,Berklee Global Partners Scholarship,Berklee College of Music - Valencia campus,university,"Berklee College of Music, Valencia campus",Valencia,all_masters,master,partial,TBC,18000 USD,one-year master,TBC,"None, but institutional affiliation required",unclear,"""Student, alumnus/a, or faculty from a Berklee Global Partner school"" - nationality-neutral but gated on affiliation with a partner school","Must be a student, alumnus or faculty member of a Berklee Global Partner institution",no,Early action and regular action rounds,15 November (early action) / 1 February (regular action),"Cycle year not stated on the page; for a September 2027 entry the equivalent dates should be 15 Nov 2026 (early action) and 1 Feb 2027 (regular action) - TBC, confirm with Berklee before relying on it",Berklee applicant portal,https://valencia.berklee.edu/scholarships-financial-aid/scholarships-for-graduate-programs,https://valencia.berklee.edu/scholarships-financial-aid/scholarships-for-graduate-programs|https://valencia.berklee.edu/scholarships-financial-aid,VERIFIED,F-ES,2026-08-22,Depends entirely on whether any Tunisian institution is a Berklee Global Partner - NOT CHECKED this session.,"ACTION: check the Berklee Global Partners list for Tunisia/North Africa. If a Tunisian school is on it, this is 18000 USD stackable."
FES-026,spain,Berklee Outstanding Women Scholarships with Mentorship,Berklee Outstanding Women Scholarships with Mentorship,Berklee College of Music - Valencia campus,university,"Berklee College of Music, Valencia campus",Valencia,MA Global Entertainment and Music Business|MM Scoring for Film TV and Video Games|MM Music Production Technology and Innovation|MM Contemporary Performance (Production Concentration),master,partial,TBC,Up to 70 percent of tuition plus mentorship; four programme-specific awards,one-year master,4 (one per programme),None stated,likely,"Criterion is stated as merit that ""supports the musicianship and leadership of women in the music industry"" - gender-scoped, not nationality-scoped",Gender-scoped award for women in the music industry,no,Early action and regular action rounds,15 November (early action) / 1 February (regular action),"Cycle year not stated on the page; for a September 2027 entry the equivalent dates should be 15 Nov 2026 (early action) and 1 Feb 2027 (regular action) - TBC, confirm with Berklee before relying on it",Berklee applicant portal,https://valencia.berklee.edu/scholarships-financial-aid/scholarships-for-graduate-programs,https://valencia.berklee.edu/scholarships-financial-aid/scholarships-for-graduate-programs|https://valencia.berklee.edu/scholarships-financial-aid,VERIFIED,F-ES,2026-08-22,Gender-restricted. Logged for completeness of the Berklee Valencia pool.,Nationality is not a barrier; gender may be. Include or exclude in Wave 4 depending on the client's profile.
FES-027,spain,Berklee CACSA - Palau de les Arts Scholarships,Berklee CACSA - Palau de les Arts Scholarships,Berklee College of Music - Valencia campus with CACSA / Palau de les Arts,university,"Berklee College of Music, Valencia campus",Valencia,all_masters,master,partial,TBC,Amount not published,one-year master,TBC,Restricted to Valencian students,no,"Eligibility is stated as ""Valencian students admitted to any master's program"" - a regional-residency restriction","Assessed on artistic, academic and professional accomplishments plus financial resources",yes,TBC,1 April,"Cycle year not stated on the page; for a September 2027 entry the equivalent dates should be 15 Nov 2026 (early action) and 1 Feb 2027 (regular action) - TBC, confirm with Berklee before relying on it",Berklee applicant portal,https://valencia.berklee.edu/scholarships-financial-aid/scholarships-for-graduate-programs,https://valencia.berklee.edu/scholarships-financial-aid/scholarships-for-graduate-programs|https://valencia.berklee.edu/scholarships-financial-aid,VERIFIED,F-ES,2026-08-22,Valencian residency required.,Closed to the client.
FES-028,spain,Berklee Donor Scholarships and Endowed Funds,Donor Scholarships and Endowed Funds,Berklee College of Music - Valencia campus,university,"Berklee College of Music, Valencia campus",Valencia,all_masters,master,partial,TBC,Varies by fund,one-year master,varies,None stated,likely,"Awarded automatically: ""Selected students during admissions process"" with no separate application and no nationality clause published","Merit-based, automatic consideration during admissions",no,automatic,none (automatic),"Cycle year not stated on the page; for a September 2027 entry the equivalent dates should be 15 Nov 2026 (early action) and 1 Feb 2027 (regular action) - TBC, confirm with Berklee before relying on it",automatic - no application,https://valencia.berklee.edu/scholarships-financial-aid/scholarships-for-graduate-programs,https://valencia.berklee.edu/scholarships-financial-aid/scholarships-for-graduate-programs|https://valencia.berklee.edu/scholarships-financial-aid,VERIFIED,F-ES,2026-08-22,No control over it; purely at Berklee's discretion.,Free option - costs nothing to be considered.
FES-029,spain,IE Awards (master's),IE Awards,IE University / IE Foundation,university,IE University,Madrid / Segovia,all_masters,master,partial,TBC,10 to 40 percent of tuition fees. Assessed on both merit and financial need.,programme duration,IE states 3500+ talent awards granted this year and 50 million EUR invested annually; 35 percent of students receive funding,"None stated for IE Awards; the IE financial-aid explorer does filter by nationality and country of residence, so some IE Foundation scholarships are country-scoped",likely,"""These awards are available to candidates across all master's programs and may cover between 10% and 40% of tuition fees."" - no nationality condition attached to IE Awards",Requires submission of the IE Financial Aid Application; merit plus financial need; separate IE Foundation Scholarships may require a scholarship-specific essay,no (Direct Awards are granted automatically on admission),rolling,the programme start date (stated deadline for IE Awards),"rolling policy, no cycle year - applies to a September 2027 start",IE Financial Aid Application,https://www.ie.edu/financial-aid/masters/awardsandscholarships/,https://www.ie.edu/financial-aid/masters/awardsandscholarships/|https://www.ie.edu/financial-aid/|https://www.ie.edu/financial-aid/scholarship-list/,VERIFIED,F-ES,2026-08-22,"IE is a high-fee private business school - 40 percent of a very large number is still a very large number. The scholarship-list explorer is JavaScript-driven and could not be enumerated, so any Africa/MENA-specific IE Foundation scholarship remains unchecked.","Also note DIRECT AWARDS: merit-based, granted automatically on admission with no separate application. GAP: the country-filtered IE Foundation scholarship list needs a manual pass."
FES-030,spain,ESADE Scholarship Programme and Financial Aid,Programa de becas y ayudas financieras ESADE,ESADE (Universitat Ramon Llull),university,ESADE,Barcelona,all_masters,master,partial,TBC,"ESADE reports allocating 5 million EUR to scholarships in 2022-2023 (30 percent private donations, 70 percent institutional funds). Per-award amounts are not published on the programme overview page.",TBC,TBC,TBC,unclear,"TBC - the overview page states only that ESADE is ""committed to supporting talent and diversity""; no eligibility text is published there","Three funding lines exist: Scholarship Programme, Financial Aid, and an Income-Share Agreement (ISA)",unclear,TBC,TBC,TBC,ESADE admissions,https://www.esade.edu/en/programmes/scholarship-program-and-financial-aid,https://www.esade.edu/en/programmes/scholarship-program-and-financial-aid,PARTIALLY_VERIFIED,F-ES,2026-08-22,COVERAGE GAP - only the overview page was reachable; per-scholarship pages not opened.,"The Income-Share Agreement is notable: it is a repayment-from-future-salary instrument, not a grant. Flag it as debt, not funding."
FES-031,spain,ESMUC AIE scholarships (master's),Beques AIE - Escola Superior de Musica de Catalunya,AIE (Artistas Interpretes o Ejecutantes) with ESMUC,foundation,Escola Superior de Musica de Catalunya (ESMUC),Barcelona,"Master en Estudis Avancats d'Interpretacio (MEAI), classical and contemporary instruments",master,partial,2000,3 scholarships of 2000 EUR each,one academic year,3,TBC,unclear,TBC - the ESMUC master's grants page lists the award but publishes no nationality clause for the AIE scholarships,"Restricted to the MEAI performance master, classical and contemporary instruments",yes,TBC,TBC,TBC,ESMUC,https://www.esmuc.cat/estudis/masters-i-postgraus/beques-i-ajuts/,https://www.esmuc.cat/estudis/masters-i-postgraus/beques-i-ajuts/,PARTIALLY_VERIFIED,F-ES,2026-08-22,Programme-gated to a classical/contemporary performance master - a poor fit for an electronic music producer with an engineering background.,"ESMUC also runs DIBA scholarships (local-government employees), NOVA (disability, via Fundacion Prevent), Frederic Mompou Foundation and Carasso Foundation awards - all narrowly scoped."
FES-032,spain,ESMUC social support grants,Ajuts Socials ESMUC,Escola Superior de Musica de Catalunya (ESMUC),university,Escola Superior de Musica de Catalunya (ESMUC),Barcelona,all_masters and grado,bachelor|master,partial,TBC,Means-tested economic assistance for vulnerable students; amount not published,one academic year,TBC,"Spanish or EU nationality; non-EU students fall under Spanish Law 4/2000 (foreigners), i.e. permanent residence required",no,"Applicants must have ""Spanish nationality or from any EU member state""; for ""non-community students"" Spanish Law 4/2000 on foreigners' rights applies",Confirmed enrolment; family income bracket 0-1; tuition already paid; 75 percent+ attendance; no other coinciding aid,yes,closed 16 November 2025 for course 2025-2026,16 November 2025,2025-2026 cycle - 2027 TBC,ESMUC,https://www.esmuc.cat/estudis/masters-i-postgraus/beques-i-ajuts/,https://www.esmuc.cat/estudis/masters-i-postgraus/beques-i-ajuts/,VERIFIED,F-ES,2026-08-22,Same permanent-residence bar as every Spanish public-money scheme.,Closed to the client in year one.
FES-033,spain,UPV Social Action Grants for UPV Students,Ayudas Accion Social 'Estudiantes UPV',Universitat Politecnica de Valencia,university,Universitat Politecnica de Valencia,Valencia,all_masters and grado,bachelor|master,partial,900,"Exemption from academic-service fees (the value of enrolled credits) up to a maximum of 900 EUR, covering both first and second enrolment",one academic year,TBC,None published on the UPV grants overview page,unclear,"""Dirigida a estudiantes que acrediten una situacion personal o familiar de especial necesidad economica y no disfruten de otras becas o ayudas al estudio."" - need-based, no nationality clause published",Demonstrated personal or family economic hardship; must not hold any other study grant; applied via the student intranet (so enrolment required),yes,TBC,TBC,TBC - dates published in each individual convocatoria,UPV student intranet,http://www.upv.es/perfiles/estudiante/introduccion-becas-es.html,http://www.upv.es/perfiles/estudiante/introduccion-becas-es.html,PARTIALLY_VERIFIED,F-ES,2026-08-22,"Only 900 EUR maximum, and it requires enrolment first. Nationality rules unstated - do not assume openness.","UPV also runs a companion 'Accion Social por causa sobrevenida' emergency grant and comedor (meal voucher) grants, plus Becas formativas de colaboracion (paid work-study placements) - the last of these is the most promising for a non-EU student since it is paid work, not public aid."
FES-034,spain,Universidad de Malaga master's aid / cohesion grant,Ayuda Master UMA / Beca Cohesion Master,Universidad de Malaga,university,Universidad de Malaga,Malaga,all_masters (masteres oficiales UMA),master,partial,TBC,Amount set in the annual 'Resolucion asignacion importe Beca Cohesion Master'; not published on the page opened,one academic year,TBC,Not published on the page opened,unclear,"""aquellos alumnos que se encuentren matriculados en la Universidad de Malaga en un master oficial"" - the only stated condition is enrolment on a UMA official master",Must be enrolled on a UMA official master; applied through the portal del estudiante,yes,23 October 2025 09:00 to 18 December 2025 14:00 for course 2025/2026,18 December 2025,2025/2026 cycle - 2026/27 and 2027/28 TBC (historically opens late October),UMA portal del estudiante,https://www.uma.es/becas/info/57525/ayuda-master/,https://www.uma.es/becas/info/57525/ayuda-master/|https://www.uma.es/becas/,PARTIALLY_VERIFIED,F-ES,2026-08-22,Amount and nationality rules both unpublished on the page reachable. The convocatoria PDF must be read.,Notable as one of very few Spanish public-university master grants whose published condition is simply 'enrolled on a UMA official master'. Worth a direct query.
FES-035,spain,Universitat Pompeu Fabra master's scholarships - NOT VERIFIED,Universitat Pompeu Fabra master's scholarships - NOT VERIFIED,Universitat Pompeu Fabra,university,Universitat Pompeu Fabra,Barcelona,all_masters,master,TBC,TBC,TBC,TBC,TBC,TBC,unclear,TBC - see red_flags for why this could not be verified this session,TBC,unclear,TBC,TBC,TBC,TBC,https://www.upf.edu/en/web/masters/beques-i-ajuts,https://www.upf.edu/en/web/masters/beques-i-ajuts|https://www.upf.edu/en/web/responsabilitat-social/beques-i-ajuts-per-a-estudiants-upf,DEAD_LINK,F-ES,2026-08-22,upf.edu is behind Cloudflare and returned HTTP 403 to WebFetch and to curl with a browser user-agent on every path tried this session.,"EXPLICIT GAP. UPF is a top client target (Barcelona) and its funding page is unread. Re-attempt from a different network or ask UPF directly. Known from the UPF electronic office index: UPF runs a 'Programa UPF de beques salari' but that is explicitly for GRADO (undergraduate) students, not masters."
FES-036,spain,UPF Barcelona School of Management scholarships - NOT VERIFIED,UPF Barcelona School of Management scholarships - NOT VERIFIED,UPF Barcelona School of Management,university,UPF Barcelona School of Management,Barcelona,all_masters,master,TBC,TBC,TBC,TBC,TBC,TBC,unclear,TBC - see red_flags for why this could not be verified this session,TBC,unclear,TBC,TBC,TBC,TBC,https://www.bsm.upf.edu/en,https://www.bsm.upf.edu/en,UNVERIFIED,F-ES,2026-08-22,Could not locate the scholarships page on the provider domain; WebSearch budget for the session was exhausted.,EXPLICIT GAP. Every guessed scholarship path on bsm.upf.edu returned 404 and the site's sitemap.xml yielded no scholarship URLs. UPF-BSM is a titulo propio/oficial mix - the accreditation status of each programme must also be checked (matters for the Tunisian student visa).
FES-037,spain,Universitat Autonoma de Barcelona master's scholarships - NOT VERIFIED,Universitat Autonoma de Barcelona master's scholarships - NOT VERIFIED,Universitat Autonoma de Barcelona,university,Universitat Autonoma de Barcelona,Barcelona (Bellaterra),all_masters,master,TBC,TBC,TBC,TBC,TBC,TBC,unclear,TBC - see red_flags for why this could not be verified this session,TBC,unclear,TBC,TBC,TBC,TBC,https://www.uab.cat/beques-ajuts/,https://www.uab.cat/beques-ajuts/,UNVERIFIED,F-ES,2026-08-22,Hub page carries no scheme-level facts.,"The UAB grants hub was reachable but lists only category headings (Ajuts de recerca, Beques d'estudi, Beques del Servei de Llengues, Mobilitat, Solidaritat/cooperacio/discapacitat, Microcredentials) with no master-level amounts, eligibility or deadlines. Fundacio Autonoma Solidaria is the likely home of need-based aid."
FES-038,spain,Universidad Carlos III de Madrid master's scholarships - NOT VERIFIED,Universidad Carlos III de Madrid master's scholarships - NOT VERIFIED,Universidad Carlos III de Madrid,university,Universidad Carlos III de Madrid,Madrid (Getafe / Leganes),all_masters,master,TBC,TBC,TBC,TBC,TBC,TBC,unclear,TBC - see red_flags for why this could not be verified this session,TBC,unclear,TBC,TBC,TBC,TBC,https://www.uc3m.es/master,https://www.uc3m.es/master,DEAD_LINK,F-ES,2026-08-22,https://www.uc3m.es/master/scholarships-grants returned HTTP 410 Gone; https://www.uc3m.es/master-universitario/becas-ayudas returned 404.,"EXPLICIT GAP. UC3M is a strong engineering target. Its scholarship URLs returned HTTP 410 Gone and 404, and the master's landing page exposes no scholarship links to a crawler."
FES-039,spain,Universidad Politecnica de Madrid scholarships - categories only,Universidad Politecnica de Madrid scholarships - categories only,Universidad Politecnica de Madrid,university,Universidad Politecnica de Madrid,Madrid,all_masters,master,TBC,TBC,TBC,TBC,TBC,TBC,unclear,TBC - see red_flags for why this could not be verified this session,TBC,unclear,TBC,TBC,TBC,TBC,https://www.upm.es/Estudiantes/BecasAyudasPremios/Becas,https://www.upm.es/Estudiantes/BecasAyudasPremios/Becas|https://www.upm.es/Estudiantes/BecasAyudasPremios,PARTIALLY_VERIFIED,F-ES,2026-08-22,"Index page lists scheme names only; no amounts, nationality rules or deadlines.","UPM's own scholarship families were confirmed to exist: Becas Socioeconomicas UPM, Becas Colaboracion de la UPM, Becas Santander, Becas para movilidad, Becas para Trabajos Fin de Titulacion, plus channelled Ministry and Comunidad de Madrid aid. None carries published amounts, eligibility or deadlines on the index page. Becas Colaboracion are paid departmental placements and are the most plausible non-EU-accessible line."
FES-040,spain,Universidad Complutense de Madrid master's scholarships - NOT VERIFIED,Universidad Complutense de Madrid master's scholarships - NOT VERIFIED,Universidad Complutense de Madrid,university,Universidad Complutense de Madrid,Madrid,all_masters,master,TBC,TBC,TBC,TBC,TBC,TBC,unclear,TBC - see red_flags for why this could not be verified this session,TBC,unclear,TBC,TBC,TBC,TBC,https://www.ucm.es/becas-y-ayudas,https://www.ucm.es/becas-y-ayudas|https://www.ucm.es/informacion/precios-masteres,UNVERIFIED,F-ES,2026-08-22,Scholarship index reachable but not parsed for scheme-level facts before the session budget ran out.,EXPLICIT GAP on scholarships. UCM's TUITION data was verified this session and is recorded in FES-045.
FES-041,spain,Universitat de Barcelona master's scholarships - NOT VERIFIED,Universitat de Barcelona master's scholarships - NOT VERIFIED,Universitat de Barcelona,university,Universitat de Barcelona,Barcelona,all_masters,master,TBC,TBC,TBC,TBC,TBC,TBC,unclear,TBC - see red_flags for why this could not be verified this session,TBC,unclear,TBC,TBC,TBC,TBC,https://www.ub.edu/portal/web/home,https://www.ub.edu/acad/matricula/preus.html,UNVERIFIED,F-ES,2026-08-22,Guessed scholarship paths 404'd; WebSearch budget exhausted before the correct path could be found.,EXPLICIT GAP on scholarships. UB's TUITION data was verified this session in detail and is recorded in FES-044 - including the fact that UB's Consell Social sets differentiated (higher) master credit prices for non-EU students.
FES-042,spain,Universitat de Valencia / Universidad de Sevilla / Universidad de Granada / Universidad de Navarra / La Salle Ramon Llull / Mondragon Unibertsitatea - NOT VERIFIED,Universitat de Valencia / Universidad de Sevilla / Universidad de Granada / Universidad de Navarra / La Salle Ramon Llull / Mondragon Unibertsitatea - NOT VERIFIED,multiple,university,multiple,Valencia / Seville / Granada / Pamplona / Barcelona / Mondragon,all_masters,master,TBC,TBC,TBC,TBC,TBC,TBC,unclear,TBC - see red_flags for why this could not be verified this session,TBC,unclear,TBC,TBC,TBC,TBC,https://www.unav.edu/admision-y-ayudas/master/becas,https://www.us.es/estudiar/becas-ayudas|https://internacional.ugr.es/pages/movilidad/estudiantes/entrantes/becas|https://www.unav.edu/admision-y-ayudas/master/becas|https://www.mondragon.edu/es/informacion/precios-becas-ayudas,UNVERIFIED,F-ES,2026-08-22,Six institutions bundled into one gap row rather than fabricating six sets of TBCs. Each needs a dedicated pass.,"CONSOLIDATED GAP ROW. Confirmed to exist but unread: UNAV runs a master's scholarship page plus a cost/scholarship calculator (unav.edu/admision-y-ayudas/master/calculadora) and a discounts-and-financing page; Mondragon publishes a master price page and a scholarships page plus 'Bekabide'; US publishes seven grant families (ayudas al estudio, becas asistenciales, culturales y deportivas, de formacion, de movilidad); UGR's incoming-student page lists only mobility programmes and no named scholarship. La Salle Ramon Llull's scholarship page could not be located at all."
FES-043,spain,[COST REFERENCE] Catalonia non-EU master tuition (Universitat de Barcelona 2026-2027),[COST REFERENCE] Catalonia non-EU master tuition (Universitat de Barcelona 2026-2027),Universitat de Barcelona,government_regional,Universitat de Barcelona,Barcelona,all_masters,master,none_found,4920,"EU/resident price: 19.37 EUR per credit for 'resta de masters de la UB', 17.69 EUR for habilitant masters. NON-EU price: 82 EUR per credit for 'resta de masters', 71 EUR for habilitant masters, and 95-110 EUR for five business masters with a differentiated price approved by the UB Consell Social. A 60-ECTS master therefore costs a non-EU student about 4920 EUR versus about 1162 EUR for an EU student - roughly 4.2x. Study-abroad/individual mobility students pay 120 EUR per credit. Framework: DECRET 96/2026, de 16 de juny (Generalitat de Catalunya).",per academic year,n/a,Non-EU non-resident students pay a differentiated (higher) price,no,"""b) Estudiants estrangers que no siguin nacionals d'estats membres de la Unio Europea ... o que tinguin un permis d'estada a Espanya per estudis.""",n/a,n/a,n/a,n/a,2026-2027 prices - 2027-2028 TBC,n/a,https://www.ub.edu/acad/matricula/preus.html,https://www.ub.edu/acad/matricula/preus.html|https://www.upc.edu/sga/ca/matricula/preus/decret-de-preus-publics,VERIFIED,F-ES,2026-08-22,CRITICAL TRAP: the surcharge is triggered not only by nationality but by holding a Spanish STUDY STAY permit. A full residence permit (tipus: Residencia) exempts you; the student visa does not. Every incoming Tunisian student pays the high rate.,COST REFERENCE ROW - not a scholarship. Logged per the brief so the orchestrator has the real non-EU cost floor.
FES-044,spain,[COST REFERENCE] Madrid non-EU master tuition (Universidad Complutense 2026-2027),[COST REFERENCE] Madrid non-EU master tuition (Universidad Complutense 2026-2027),Universidad Complutense de Madrid,government_regional,Universidad Complutense de Madrid,Madrid,all_masters,master,none_found,5044,"General official master: 45.02 EUR per credit at first enrolment for standard students; 84.07 EUR per credit for non-EU non-resident students (they are billed the third-enrolment rate). A 60-ECTS master therefore costs about 5044 EUR for a non-EU student versus about 2701 EUR standard - roughly 1.9x. Professionally regulated masters are worse (e.g. Abogacia/Procuraduria 16.92 EUR first enrolment vs 126.00 EUR for extranjeros no comunitarios no residentes). Framework: Decreto 43/2022, de 29 de junio, Comunidad de Madrid.",per academic year,n/a,Non-EU non-resident students pay a differentiated (higher) price,no,"""las universidades publicas de dicha Comunidad cobraran los precios de cuarta matricula en masteres habilitantes y de tercera matricula en el resto de masteres a los estudiantes extranjeros mayores de 18 anos que no tengan la condicion de residentes, excluidos los nacionales de Estados miembros de la Union Europea""",n/a,n/a,n/a,n/a,2026-2027 prices - 2027-2028 TBC,n/a,https://www.ucm.es/informacion/precios-masteres,https://www.ucm.es/informacion/precios-masteres|https://www.comunidad.madrid/educacion/precios-publicos-universitarios,VERIFIED,F-ES,2026-08-22,"Applies across Madrid public universities (UCM, UAM, UC3M, UPM, URJC) because it is set by regional decree, not by each university.",COST REFERENCE ROW - not a scholarship. Logged per the brief so the orchestrator has the real non-EU cost floor.
FES-045,spain,[COST REFERENCE] Valencia region non-EU master tuition - NOT VERIFIED,[COST REFERENCE] Valencia region non-EU master tuition - NOT VERIFIED,Generalitat Valenciana / Universitat Politecnica de Valencia,government_regional,Generalitat Valenciana / Universitat Politecnica de Valencia,Valencia,all_masters,master,none_found,TBC,TBC. The Comunitat Valenciana per-credit master price and any non-EU differential could NOT be confirmed this session: UPV's and UV's fee pages 404'd on every path tried and the WebSearch budget was exhausted. Do NOT assume the Catalan or Madrid figures transfer.,per academic year,n/a,Non-EU non-resident students pay a differentiated (higher) price,no,TBC - no non-EU price differential text was located on a Valencian provider domain,n/a,n/a,n/a,n/a,2026-2027 prices - 2027-2028 TBC,n/a,http://www.upv.es/perfiles/estudiante/introduccion-becas-es.html,http://www.upv.es/perfiles/estudiante/introduccion-becas-es.html,UNVERIFIED,F-ES,2026-08-22,"EXPLICIT GAP. Valencia matters because Berklee Valencia is a top client target - though Berklee is private and priced in USD, so the public precio publico does not apply to it anyway.",COST REFERENCE ROW - not a scholarship. Logged per the brief so the orchestrator has the real non-EU cost floor.
